 ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ASUC Fiscal Year 2025 General Budget [FINAL],,,,,,,,,,
ASUC Chief Financial Officer: Catherine Park,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ASUC Chartered Programs and Commissions,,,,,,,,,,
Organization,Sponsorship Category,,OASIS Org ID,SUFIN Account (External ID),Finance Rule Waiver,,Contingency Funding,Space Reservation Funding,Final Allocation,Total Funding
Muslim Student Association,Student Activity Group (SAG),38,46012,34020167600000,,,,,"$25,000","$25,000"
Natya at Berkeley,Student Activity Group (SAG),11,46583,34020170000000,,,,,"$3,000","$3,000"
Nazakat at Berkeley,Student Activity Group (SAG),2,114698,34020145200000,,,,,$650,$650
Needles to Neurons at Berkeley,Student Activity Group (SAG),2,91376,34020594800000,,,,,$650,$650
NewSpace at Berkeley,Student Activity Group (SAG),3,361222,34020548000000,,,,,$585,$585
Nigerian Students Association,Student Activity Group (SAG),8,46678,34020171200000,,,,,"$1,600","$1,600"
Nikkei Choral Ensemble,Student Activity Group (SAG),8,157897,34020358000000,,,,,"$1,000","$1,000"
Nikkei Student Union,Student Activity Group (SAG),22,46014,34020171600000,,,,,"$3,500","$3,500"
Noteworthy A Cappella,Student Activity Group (SAG),2,54272,34020593200000,,,,,$650,$650
Nova Consulting,Student Activity Group (SAG),2,160637,34020614400000,,,,,$500,$500
Nuclear Is Clean Energy Club,Student Activity Group (SAG),2,361940,34020583200000,,,,,$500,$500
Open Project,Student Activity Group (SAG),2,368435,34020556400000,,,,,$540,$540
Optimir Consulting,Student Activity Group (SAG),4,91626,34020175600000,,,,,$350,$350
Our Monologues (Formerly Known as V-Day at Berkeley),Student Activity Group (SAG),3,46219,34020255200000,,,,,$500,$500
Outlet,Student Activity Group (SAG),11,122285,34020178800000,,,,,"$1,200","$1,200"
Outsiders,Student Activity Group (SAG),3,360307,34020546400000,,,,,$650,$650
Pacific Bridge,Student Activity Group (SAG),1,385097,34020609200000,,,,,$300,$300
Pakistani Student Association,Student Activity Group (SAG),20,46019,34020179600000,,,,,"$1,000","$1,000"
Palestinian Public Health at UC Berkeley,Student Activity Group (SAG),4,325654,34020515200000,,,,,$650,$650
Paragon Consulting at Berkeley,Student Activity Group (SAG),2,304128,34020509600000,,,,,$650,$650
Parliamentary Debate at Berkeley,Student Activity Group (SAG),14,46426,34020180000000,,,,,"$3,500","$3,500"
Partnership for Pre-Professional Pilipinxs,Student Activity Group (SAG),24,46021,34020180400000,,,,,"$1,250","$1,250"
"Phi Alpha Delta Law Fraternity, International",Student Activity Group (SAG),15,46367,34020185200000,,,,,$700,$700
Phi Alpha Theta,Student Activity Group (SAG),21,46022,34020185600000,,,,,$400,$400
Phi Delta Epsilon International Medical Fraternity,Student Activity Group (SAG),14,46190,34020186400000,,,,,"$1,200","$1,200"
Pilipino American Alliance,Student Activity Group (SAG),34,46027,34020189600000,,,,,"$10,000","$10,000"
Pilipino Association for Health Careers,Student Activity Group (SAG),32,46028,34020190000000,,,,,"$5,000","$5,000"
Pilipinx Association of Scientists Architects and Engineers,Student Activity Group (SAG),36,46031,34020190400000,,,,,SPONSORSHIP ONLY (ABSA),$0
Pointe of Berkeley,Student Activity Group (SAG),8,144535,34020329200000,,,,,"$2,880","$2,880"
Pre-Medical Honor Society,Student Activity Group (SAG),8,91309,34020351600000,,,,,"$1,500","$1,500"
PreDental Society,Student Activity Group (SAG),41,46032,34020194400000,,,,,"$2,500","$2,500"
Premier Consulting Group,Student Activity Group (SAG),1,91790,34020609600000,,,,,$500,$500
Psychedelic Science at Berkeley,Student Activity Group (SAG),5,144443,34020311200000,,,,,$650,$650
Public School Records,Student Activity Group (SAG),1,164979,34020610000000,,,,,$500,$500
Puente at Berkeley,Student Activity Group (SAG),7,146340,34020199600000,,,,,"$1,600","$1,600"
Quidditch League at Berkeley,Student Activity Group (SAG),16,46692,34020329600000,,,,,"$1,700","$1,700"
Ra-On,Student Activity Group (SAG),13,46041,34020201600000,,,,,"$2,700","$2,700"
Raas Ramzat,Student Activity Group (SAG),8,165797,34020363200000,,,,,"$1,800","$1,800"
Regents' and Chancellor's Scholars Association,Student Activity Group (SAG),5,46044,34020204000000,,,,,$585,$585
REVERB,Student Activity Group (SAG),1,"385,417",34020610400000,,,,,$500,$500
RoboBears,Student Activity Group (SAG),2,157725,34020349600000,,,,,$585,$585
Salsa at Cal,Student Activity Group (SAG),11,46694,34020207600000,,,,,"$5,000","$5,000"
Saudi Arabian Association at Berkeley,Student Activity Group (SAG),3,144536,34020330000000,,,,,$650,$650
Science Olympiad at Berkeley,Student Activity Group (SAG),2,140582,34020330400000,,,,,SPONSORSHIP ONLY (ABSA),$0
SDG Undergraduate Research Group,Student Activity Group (SAG),1,289451,34020511200000,,,,,$450,$450
Sigma Alpha Nu,Student Activity Group (SAG),14,46051,34020210800000,,,,,"$5,000","$5,000"
Sigma Gamma Rho Sorority Incorporated,Student Activity Group (SAG),2,46626,34020211600000,,,,,$650,$650
Sigma Omicron Pi,Student Activity Group (SAG),2,91703,34020354800000,,,,,$500,$500
"Sigma Pi Alpha Sorority, Inc.",Student Activity Group (SAG),15,46206,34020213200000,,,,,"$1,500","$1,500"
Singapore Student Association,Student Activity Group (SAG),5,46513,34020214400000,,,,,"$1,350","$1,350"
Society for the Study of Modern Visual Culture at Berkeley,Student Activity Group (SAG),3,91678,34020555600000,,,,,SPONSORSHIP ONLY (ABSA),$0
Society of Physics Students at Berkeley,Student Activity Group (SAG),3,91434,34020217200000,,,,,$585,$585
Society of Women Engineers,Student Activity Group (SAG),9,91336,34020479200000,,,,,SPONSORSHIP ONLY (ABSA),$0
Songwriting at Berkeley,Student Activity Group (SAG),7,143258,34020356800000,,,,,$500,$500
Soon Movement,Student Activity Group (SAG),2,91267,34020570000000,,,,,$650,$650
South Indian Society,Student Activity Group (SAG),9,145622,34020346800000,,,,,"$6,000","$6,000"
Space Technologies at California,Student Activity Group (SAG),8,160211,34020347200000,,,,,SPONSORSHIP ONLY (ABSA),$0
Splatoon at Berkeley,Student Activity Group (SAG),2,368339,34020570800000,,,,,$650,$650
Sports Analytics Group at Berkeley,Student Activity Group (SAG),5,146260,34020385200000,,,,,$650,$650
Spring Foundation,Student Activity Group (SAG),9,66099,34020222800000,,,,,$650,$650
Student Food Collective,Student Activity Group (SAG),4,46248,34020227200000,,,,,"$1,186","$1,186"
Students for Life at Berkeley,Student Activity Group (SAG),27,45894,34020233200000,,,,,"$1,000","$1,000"
Students vs Pandemics at Berkeley,Student Activity Group (SAG),3,324164,34020550800000,,,,,$650,$650
SUR at California,Student Activity Group (SAG),2,385341,34020598800000,,,,,$650,$650
Surge - Electric Endurance Motorcycle Team at Berkeley,Student Activity Group (SAG),1,378135,34020596800000,,,,,$500,$500
T.I.n.Y. Chinese Theatre Group,Student Activity Group (SAG),8,117787,34020236400000,,,,,$700,$700
Taiwanese American Student Association,Student Activity Group (SAG),27,46080,34020236800000,,,,,"$5,000","$5,000"
Taiwanese Student Association,Student Activity Group (SAG),28,46078,34020237200000,,,,,"$2,000","$2,000"
TAMID Group,Student Activity Group (SAG),3,60055,34020332400000,,,,,SPONSORSHIP ONLY (ABSA),$0
Taylor Swift Society of Berkeley,Student Activity Group (SAG),3,360315,34020547600000,,,,,$650,$650
TBD Comedy,Student Activity Group (SAG),8,59918,34020238000000,,,,,$800,$800
Telegraph for People,Student Activity Group (SAG),1,360310,34020610800000,,,,,$500,$500
Thai American Cultural Association,Student Activity Group (SAG),3,360306,34020542000000,,,,,$585,$585
The [M]ovement,Student Activity Group (SAG),24,46008,34020165200000,,,,,$650,$650
The Bearettes at Berkeley,Student Activity Group (SAG),7,138343,34020299200000,,,,,"$5,600","$5,600"
The Berkeley Forum,Student Activity Group (SAG),14,83089,34020044800000,,,,,"$13,000","$13,000"
The Dialectic,Student Activity Group (SAG),2,351416,34020571200000,,,,,$650,$650
The Wardroom,Student Activity Group (SAG),1,158346,34020414800000,,,,,$500,$500
The Wildlife Society at Berkeley,Student Activity Group (SAG),3,91802,34020259600000,,,,,$650,$650
Theater for Charity ,Student Activity Group (SAG),21,46215,34020243200000,,,,,SPONSORSHIP ONLY (ABSA),$0
Theta Tau,Student Activity Group (SAG),6,45947,34020244000000,,,,,$400,$400
Thrive Dance Company,Student Activity Group (SAG),11,46734,34020244400000,,,,,"$5,400","$5,400"
Translational Medicine and Stem Cell Association,Student Activity Group (SAG),5,46211,34020229600000,,,,,$450,$450
Transylvanian Temptations,Student Activity Group (SAG),2,378048,34020588000000,,,,,$500,$500
Tri-Service Corps of Cadets,Student Activity Group (SAG),4,91329,34020499200000,,,,,"$1,350","$1,350"
Turkish Student Association at Berkeley,Student Activity Group (SAG),5,91563,34020601200000,,,,,"$2,000","$2,000"
Two Hands,Student Activity Group (SAG),2,378442,34020613600000,,,,,$350,$350
UC Berkeley Indus,Student Activity Group (SAG),35,45967,34020130800000,,,,,"$15,000","$15,000"
UC Berkeley Model United Nations,Student Activity Group (SAG),33,46089,34020248400000,,,,,"$20,000","$20,000"
UC Jazz Ensemble,Student Activity Group (SAG),36,46090,34020248800000,,,,,"$7,200","$7,200"
UC Rally Committee,Student Activity Group (SAG),124,46091,34020249200000,,,,,"$67,500","$67,500"
Undergraduate Biotech Association,Student Activity Group (SAG),1,91246,34020611200000,,,,,$450,$450
Undergraduate Economics Association,Student Activity Group (SAG),22,46093,34020250400000,,,,,$990,$990
Undergraduate Lab at Berkeley (ULAB),Student Activity Group (SAG),5,158422,34020377600000,,,,,"$2,700","$2,700"
Undergraduate Moot Court Team,Student Activity Group (SAG),4,301958,34020522800000,,,,,"$9,000","$9,000"
Undergraduate Real Estate Club,Student Activity Group (SAG),10,46098,34020252400000,,,,,"$2,500","$2,500"
Undergraduate Student Council of the College of Environmental Design,Student Activity Group (SAG),5,158361,34020359200000,,,,,$500,$500
Undergraduate Women in Economics at Berkeley,Student Activity Group (SAG),4,145707,34020334000000,,,,,$650,$650
United Geographers Society of Berkeley,Student Activity Group (SAG),2,302472,34020614800000,,,,,$500,$500
United Nations Association of Berkeley,Student Activity Group (SAG),1,91855,34020253200000,,,,,$500,$500
UNITY Resource Center,Student Activity Group (SAG),1,91538,34020449200000,,,,,SPONSORSHIP ONLY (ABSA),$0
Unwind,Student Activity Group (SAG),1,385103,34020611600000,,,,,$500,$500
UpSync,Student Activity Group (SAG),9,157460,34020355200000,,,,,SPONSORSHIP ONLY (ABSA),$0
Venture Strategy Solutions at Berkeley,Student Activity Group (SAG),2,91857,34020290400000,,,,,SPONSORSHIP ONLY (ABSA),$0
Vertical Takeoff or Landing at Berkeley,Student Activity Group (SAG),1,375789,34020588800000,,,,,$650,$650
VISION,Student Activity Group (SAG),13,85779,34020256400000,,,,,"$1,600","$1,600"
Voyager Consulting,Student Activity Group (SAG),3,76135,34020258800000,,,,,SPONSORSHIP ONLY (ABSA),$0
Women's Baseball Club at Berkeley,Student Activity Group (SAG),2,368055,34020598400000,,,,,$585,$585
Yarn Arts at Berkeley,Student Activity Group (SAG),2,350851,34020573600000,,,,,$150,$150
YEP @ Berkeley,Student Activity Group (SAG),1,368929,34020596000000,,,,,$500,$500
Young Democratic Socialists of America at Berkeley,Student Activity Group (SAG),6,91558,34020428000000,,,,,$500,$500
Zahanat,Student Activity Group (SAG),8,91813,34020266000000,,,,,$800,$800
Zawadi: Black LGBTQ Community at Berkeley,Student Activity Group (SAG),1,46461,34020384000000,,,,,SPONSORSHIP ONLY (ABSA),$0
,,,,,,,,,,
TrueLement,Student Activity Group (SAG),2,91736,34020283200000,,,,,ROLLING SPONSORSHIP,$0
Undergraduate Marketing Association,Student Activity Group (SAG),3,46095,34020251600000,,,,,ROLLING SPONSORSHIP,$0
Institute of Transportation Engineers at UC Berkeley [under ESC],Student Activity Group (SAG),1,45968,34020133200000,,,,,ROLLING SPONSORSHIP,$0
Computer Science Mentors,Student Activity Group (SAG),9,123064,34020336800000,,,,,ROLLING SPONSORSHIP,$0
Catholics at Cal (Formerly known as Catholic Students at Cal - Newman Hall),Student Activity Group (SAG),4,46681,34020074400000,,,,,ROLLING SPONSORSHIP,$0
Eggster Organization,Student Activity Group (SAG),24,45941,34020100400000,,,,,ROLLING SPONSORSHIP,$0
Coffee Club at Berkeley (CCB),Student Activity Group (SAG),3,350847,34020552400000,,,,,ROLLING SPONSORSHIP,$0
Formula SAE (Society of Automotive Engineers) [under ESC],Student Activity Group (SAG),8,45955,34020112000000,,,,,ROLLING SPONSORSHIP,$0
Combat Robotics at Berkeley,Student Activity Group (SAG),3,322279,34020494400000,,,,,ROLLING SPONSORSHIP,$0
Queer + Allied Pre-Health / Pre-Medical Association [under QARC],Student Activity Group (SAG),2,146236,34020397200000,,,,,"$1,800","$1,800"
Berkeley College Republicans,Student Activity Group (SAG),28,45885,34020042800000,,,,,ROLLING SPONSORSHIP,$0
Celli@Berkeley,Student Activity Group (SAG),2,91318,34020442400000,,,$650,,ROLLING SPONSORSHIP,$650
Quantum Computing at Berkeley,Student Activity Group (SAG),3,92137,34020399200000,,,,,ROLLING SPONSORSHIP,$0
DiversaTech,Student Activity Group (SAG),5,145590,34020321600000,,,,,ROLLING SPONSORSHIP,$0
Machine Learning at Berkeley,Student Activity Group (SAG),3,143254,34020313600000,,,,,ROLLING SPONSORSHIP,$0
Abba Modern,Student Activity Group (SAG),8,59420,34020012400000,,,,,ROLLING SPONSORSHIP,$0
Delta Phi Epsilon Co-ed Professional Foreign Service Fraternity,Student Activity Group (SAG),20,45938,34020092800000,,,,,ROLLING SPONSORSHIP,$0
Young Americans for Liberty,Student Activity Group (SAG),1,92002,34020450800000,,,,,ROLLING SPONSORSHIP,$0
"Period Project at Berkeley, The",Student Activity Group (SAG),5,234224,34020454400000,,,,,ROLLING SPONSORSHIP,$0
Web Development at Berkeley,Student Activity Group (SAG),4,319850,34020487600000,,,,,ROLLING SPONSORSHIP,$0
Korean American Student Association,Student Activity Group (SAG),42,45995,34020147200000,,,,,ROLLING SPONSORSHIP,$0
Riot Games at Berkeley,Student Activity Group (SAG),2,91215,34020154400000,,,,,ROLLING SPONSORSHIP,$0
"Alpha Epsilon Zeta Fraternity, Inc.",Student Activity Group (SAG),18,45856,34020016800000,,,,,ROLLING SPONSORSHIP,$0
Rubik's Cube Club at Berkeley,Student Activity Group (SAG),13,46574,34020206000000,,,,,ROLLING SPONSORSHIP,$0
IDEA Factory,Student Activity Group (SAG),2,120911,34020445200000,,,,,ROLLING SPONSORSHIP,$0
Egyptian Student Association at Berkeley,Student Activity Group (SAG),2,,,,,,,ROLLING SPONSORSHIP,$0
Next Generation Consulting at Berkeley,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
Generative AI at Berkeley,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
ASCEND,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
SBC Strategy Consulting (Formerly known as Seed Base Consulting),Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
Codebase,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
Space Technologies and Rocketry,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
Bioengineering Honor Society,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
Phoenix Consulting Group,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
Phi Chi Pre-Health Fraternity,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
Chi Epsilon,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
B PsychEd,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
UX @ Berkeley,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
Vagabond Multicultural Journal,Student Activity Group (SAG),3,,,,,,,ROLLING SPONSORSHIP,$0
Toxicology Student Association of Berkeley,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
Pi Sigma Epsilon,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
International Software Product Management Association at Berkeley,Student Activity Group (SAG),2,375791,,,,,,ROLLING SPONSORSHIP,$0
Sustainable Entrepreneurship at Berkeley,Student Activity Group (SAG),2,361435,,,,,,ROLLING SPONSORSHIP,$0
History of Art Undergraduate Association,Student Activity Group (SAG),2,385435,,,,,,ROLLING SPONSORSHIP,$0
Finance Excellence & Development Society,Student Activity Group (SAG),1,92103,,,,$400,,ROLLING SPONSORSHIP,$400
GlobalHope 365,Student Activity Group (SAG),1,361568,,,,,,ROLLING SPONSORSHIP,$0
Women in Weightlifting,Student Activity Group (SAG),2,350133,,,,,,ROLLING SPONSORSHIP,$0
Ballet & Books at Berkeley,Student Activity Group (SAG),2,91231,,,,,,ROLLING SPONSORSHIP,$0
Young Americans for Freedom,Student Activity Group (SAG),1,357916,,,,,,ROLLING SPONSORSHIP,$0
Republican Jewish Coalition,Student Activity Group (SAG),1,361545,,,,,,ROLLING SPONSORSHIP,$0
Hurling Club at Berkeley,Student Activity Group (SAG),1,343234,,,,,,ROLLING SPONSORSHIP,$0
Social Welfare Association for the Greater Good (SWAGG),Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
Molecular and Cell Biology Undergraduate Student Association,Student Activity Group (SAG),10,,,,,,,ROLLING SPONSORSHIP,$0
Azaad,Student Activity Group (SAG),6,,,,,,,ROLLING SPONSORSHIP,$0
Civil and Environmental Engineering Joint Fundraising Committee,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
Asian Americans at Haas,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
Dil Se,Student Activity Group (SAG),9,,,,,,,ROLLING SPONSORSHIP,$0
OPEN at Berkeley,Student Activity Group (SAG),2,,,,,,,ROLLING SPONSORSHIP,$0
Undergraduate Astronomy Society - Berkeley,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
Student Nutrition Advocacy Club,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
AI Entrepreneurs at Berkeley,Student Activity Group (SAG),2,,,,,,,ROLLING SPONSORSHIP,$0
Expansion Pictures,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
Alpha Phi Omega,Student Activity Group (SAG),38,,,,,,,ROLLING SPONSORSHIP,$0
Soul,Student Activity Group (SAG),3,,,,,,,ROLLING SPONSORSHIP,$0
Atrium,Student Activity Group (SAG),3,,,,,,,ROLLING SPONSORSHIP,$0
Delta Kappa Alpha,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
Space Enterprise at Berkeley,Student Activity Group (SAG),8,,,,,,,ROLLING SPONSORSHIP,$0
Ideas on Consciousness,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
Rhythm at Berkeley,Student Activity Group (SAG),3,,,,,,,ROLLING SPONSORSHIP,$0
Berkeley Consulting,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
Thai Students Association,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
DAES’ Black Film Collective,Student Activity Group (SAG),2,,,,,,,ROLLING SPONSORSHIP,$0
Armenian Pre-Law Society,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
Russian Speaking Student Association,Student Activity Group (SAG),3,,,,,,,ROLLING SPONSORSHIP,$0
Asian Community Health,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
International Students Association at Berkeley,Student Activity Group (SAG),24,,,,,,,ROLLING SPONSORSHIP,$0
Extended Reality @ Berkeley,Student Activity Group (SAG),4,,,,,,,ROLLING SPONSORSHIP,$0
American Constitution Society at Berkeley,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
Tether Dance Company,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
Call of Duty at Berkeley,Student Activity Group (SAG),1,,,,,,,ROLLING SPONSORSHIP,$0
Tiny Dorm at Berkeley,Student Activity Group (SAG),2,,,,,,,ROLLING SPONSORSHIP,$0
Mobile Developers of Berkeley,Student Activity Group (SAG),2,136662,34020312000000,,,,,ROLLING SPONSORSHIP,$0
SAG SUBTOTAL,,,,,,,"$1,050",$0,"$725,723","$726,773"
,,,,,,,,,,
Student-Initiated Service Group (SISG),,,,,,,,,,
Organization,Sponsorship Category,Years of Sponsorship,OASIS Org ID,SUFIN Account (External ID),Finance Rule Waiver,,Contingency Funding,Space Reservation Funding,Final Allocation,Total Funding
AI Achievers @ Berkeley,Student-Initiated Service Group (SISG),1,385343,34020613200000,,,,,$650,$650
Alternative Breaks,Student-Initiated Service Group (SISG),22,45989,34020019600000,,,,,"$8,000","$8,000"
America's Toothfairy at Berkeley,Student-Initiated Service Group (SISG),3,324630,34020514000000,,,,,$750,$750
American Red Cross at Cal,Student-Initiated Service Group (SISG),20,45991,34020023200000,,,,,"$8,000","$8,000"
Amnesty International,Student-Initiated Service Group (SISG),1,45992,34020024000000,,,,,$100,$100
"Asha for Education, Berkeley",Student-Initiated Service Group (SISG),19,45867,34020028000000,,,,,"$5,800","$5,800"
Bears For Palestine,Student-Initiated Service Group (SISG),10,157342,34020352400000,,,,,"$6,500","$6,500"
Berkeley Disaster Team,Student-Initiated Service Group (SISG),9,158530,34020352000000,,,,,"$1,188","$1,188"
Berkeley Medical Reserve Corps,Student-Initiated Service Group (SISG),11,46552,34020046800000,,,,,"$4,500","$4,500"
Best Buddies at Berkeley,Student-Initiated Service Group (SISG),1,46038,34020052000000,,,,,$800,$800
Bhagat Puran Singh Health Initiative @ Berkeley,Student-Initiated Service Group (SISG),10,91443,34020285200000,,,,,"$3,000","$3,000"
Blood Pressure Project,Student-Initiated Service Group (SISG),10,92019,34020055600000,,,,,"$1,000","$1,000"
"Blueprint, Technology for Nonprofits",Student-Initiated Service Group (SISG),11,80168,34020056000000,,,,,"$4,800","$4,800"
Brain Exercise Initiative,Student-Initiated Service Group (SISG),4,322119,34020490800000,,,,,$500,$500
BUILD Literacy Program,Student-Initiated Service Group (SISG),6,145741,34020336400000,,,,,$750,$750
Cal Community Music,Student-Initiated Service Group (SISG),39,46067,34020061600000,,,,,$671,$671
Cal Rotaract,Student-Initiated Service Group (SISG),21,46202,34020205600000,,,,,SPONSORSHIP ONLY (ABSA),$0
California Health Professional Student Alliance at Berkeley,Student-Initiated Service Group (SISG),7,91275,34020371200000,,,,,$683,$683
CASCADE: Community Service,Student-Initiated Service Group (SISG),3,351112,34020541600000,,,,,$750,$750
Central Americans for Empowerment,Student-Initiated Service Group (SISG),2,166113,34020378400000,,,,,$650,$650
Community Projects,Student-Initiated Service Group (SISG),55,63025,34020050000000,,,,,"$85,000","$85,000"
Comunidad For Health Equity,Student-Initiated Service Group (SISG),34,46099,34020075600000,,,,,"$6,500","$6,500"
"Delta Epsilon Mu Inc., (Alpha Psi)",Student-Initiated Service Group (SISG),5,332977,34020500000000,,,,,"$1,000","$1,000"
DeTrash@Berkeley,Student-Initiated Service Group (SISG),3,361218,34020545600000,,,,,$413,$413
Elder Welfare Mentorship,Student-Initiated Service Group (SISG),1,384615,34020612000000,,,,,$360,$360
Engineers and Mentors of Berkeley,Student-Initiated Service Group (SISG),13,46024,34020104000000,,,,,SPONSORSHIP ONLY (ABSA),$0
Fighting Cancer at Berkeley,Student-Initiated Service Group (SISG),1,135420,34020596400000,,,,,$650,$650
Fighting for Hope at Berkeley,Student-Initiated Service Group (SISG),3,351383,34020532400000,,,,,ROLLING SPONSORSHIP,$0
"G.I.F.T.E.D. (Give to Inspire the Future of Talented, Educated Doctors) Pre-Med",Student-Initiated Service Group (SISG),3,361804,34020549600000,,,,,$750,$750
Global Medical Missions Alliance at Berkeley,Student-Initiated Service Group (SISG),8,143054,34020413200000,,,,,$650,$650
Global Medical Training,Student-Initiated Service Group (SISG),3,46249,34020292000000,,,,,$440,$440
Health and Medical Apprenticeship Program,Student-Initiated Service Group (SISG),41,46139,34020123200000,$120,2%,,,"$8,000","$8,000"
"Health, Education, and Life",Student-Initiated Service Group (SISG),1,378404,34020612400000,,,,,$650,$650
Hmong Student Association at Berkeley,Student-Initiated Service Group (SISG),17,46150,34020126800000,,,,,"$3,200","$3,200"
Imago Dei Clinic,Student-Initiated Service Group (SISG),3,343530,34020520800000,,,,,$400,$400
Junior Care Clinic at Berkeley,Student-Initiated Service Group (SISG),2,377367,34020585200000,,,,,$675,$675
Labor Coach Program,Student-Initiated Service Group (SISG),14,46154,34020149200000,,,,,"$2,100","$2,100"
"Lambda Theta Alpha Latin Sorority, Inc.",Student-Initiated Service Group (SISG),15,46155,34020149600000,,,,,"$1,300","$1,300"
League of Filipino Students,Student-Initiated Service Group (SISG),3,65801,34020539600000,,,,,$750,$750
Lean On Me at Berkeley,Student-Initiated Service Group (SISG),5,326053,34020514800000,,,,,$750,$750
Leukemia & Lymphoma Society at Berkeley,Student-Initiated Service Group (SISG),1,46579,34020612800000,,,,,$650,$650
Medical Volunteering Association at Berkeley,Student-Initiated Service Group (SISG),3,360314,34020554800000,,,,,$750,$750
MEDLIFE,Student-Initiated Service Group (SISG),14,46602,34020160400000,,,,,"$2,400","$2,400"
MOVE: AA Community Organizing Fellowship,Student-Initiated Service Group (SISG),7,91576,34020412400000,,,,,"$5,000","$5,000"
Oakland Asian Student Educational Services,Student-Initiated Service Group (SISG),22,46186,34020172400000,,,,,SPONSORSHIP ONLY (ABSA),$0
Paper Crane,Student-Initiated Service Group (SISG),5,302876,34020464000000,,,,,SPONSORSHIP ONLY (ABSA),$0
Patient Advocacy Student Group,Student-Initiated Service Group (SISG),13,85562,34020181200000,,,,,"$2,000","$2,000"
Paws for Mental Health (Formerly De-Stress with Dogs),Student-Initiated Service Group (SISG),5,158866,34020379200000,,,,,"$2,600","$2,600"
Polish Club of Berkeley,Student-Initiated Service Group (SISG),1,125968,34020526800000,,,,,$750,$750
Power of a Princess,Student-Initiated Service Group (SISG),4,320866,34020485200000,,,,,$700,$700
POWER-Bay Area: Physical science Opportunities for Women in Education and Research,Student-Initiated Service Group (SISG),4,91996,34020527200000,,,,,$620,$620
Puerto Rico Se Levanta,Student-Initiated Service Group (SISG),1,237715,34020462800000,,,,,SPONSORSHIP ONLY (ABSA),$0
Queer Alliance & Resource Center,Student-Initiated Service Group (SISG),56,46193,34020200400000,,,,,"$35,000","$35,000"
Renters' Legal Assistance,Student-Initiated Service Group (SISG),42,46200,34020204800000,,,,,$500,$500
Sikh Students Association,Student-Initiated Service Group (SISG),23,46057,34020213600000,,,,,"$3,000","$3,000"
Southeast Asian Mentorship,Student-Initiated Service Group (SISG),15,46208,34020218400000,,,,,"$4,000","$4,000"
Southeast Asian Student Coalition,Student-Initiated Service Group (SISG),17,46207,34020219200000,,,,,"$6,000","$6,000"
Student to Student Peer Counseling,Student-Initiated Service Group (SISG),32,46212,34020230000000,,,,,$800,$800
Students for Comprehensive Healthcare,Student-Initiated Service Group (SISG),2,289555,34020534000000,,,,,$700,$700
The Berkeley Group,Student-Initiated Service Group (SISG),22,45888,34020045200000,,,,,"$4,000","$4,000"
The Berkeley Project,Student-Initiated Service Group (SISG),18,46029,34020048800000,,,,,SPONSORSHIP ONLY (ABSA),$0
The Sage Mentorship Project,Student-Initiated Service Group (SISG),12,46291,34020207200000,,,,,SPONSORSHIP ONLY (ABSA),$0
Undergraduate Street Medicine Outreach,Student-Initiated Service Group (SISG),3,221131,34020552800000,,,,,SPONSORSHIP ONLY (ABSA),$0
United For Health at Berkeley,Student-Initiated Service Group (SISG),2,351686,34020531600000,,,,,$650,$650
