 ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ASUC Fiscal Year 2025 General Budget [FINAL],,,,,,,,,,
ASUC Chief Financial Officer: Catherine Park,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ASUC Chartered Programs and Commissions,,,,,,,,,,
Organization,Sponsorship Category,,OASIS Org ID,SUFIN Account (External ID),Finance Rule Waiver,,Contingency Funding,Space Reservation Funding,Final Allocation,Total Funding
Universities Allied for Essential Medicines,Student-Initiated Service Group (SISG),10,115762,34020254000000,,,,,$720,$720
Vietnamese Student Association,Student-Initiated Service Group (SISG),33,46104,34020256000000,,,,,"$8,000","$8,000"
Volunteer Health Interpreters Organization,Student-Initiated Service Group (SISG),18,46203,34020257200000,,,,,"$6,000","$6,000"
Volunteer Income Tax Assistance Program,Student-Initiated Service Group (SISG),12,92059,34020257600000,,,,,"$3,000","$3,000"
FeelGood,Student-Initiated Service Group (SISG),5,46127,34020108800000,,,,,ROLLING SPONSORSHIP,$0
Jeeva Clinic,Student-Initiated Service Group (SISG),2,91211,34020411600000,,,$500,,ROLLING SPONSORSHIP,$500
Operation Smile at Berkeley,Student-Initiated Service Group (SISG),1,,,,,,,,
American Lung Cancer Screening Initiative at Berkeley,Student-Initiated Service Group (SISG),3,,,,,,,,
Project Lux at Berkeley,Student-Initiated Service Group (SISG),2,361705,34020574000000,,,,,ROLLING SPONSORSHIP,$0
Volunteers for Medical Outreach,Student-Initiated Service Group (SISG),12,46258,34020258400000,,,,,"$3,500","$3,500"
SISG SUBTOTAL,,,,,,,$500,$0,"$254,020","$254,520"
,,,,,,,,,,
ABSA TOTAL W/O ASUC INTERNAL BUDGET ,,,,,,,"$1,550",$0,"$1,135,652","$1,137,202"
,,,,,,,,,,
ASUC Internal Budget,,,,,,,,,,
"Scholarships, Grants, and Funds",Sponsorship Category ,,,,,,,,,Total Funding
Academic Opportunity Fund,GRNT,,,,,,,,,$0
Arts and Creativity Grant,GRNT,,,,,,,,,$0
DeCal Grant,GRNT,,,,,,,,,$0
Greek Opportunity Grant,GRNT,,,,,,,,,$0
Intellectual Community Grant,GRNT,,,,,,,,,$0
Multicultural Grant,GRNT,,,,,,,,,$0
Outstanding Student Recognition Scholarship,SCLR,,,,,,,,,$0
Public Service Grant,GRNT,,,,,,,,,$0
RISE Scholarship,SCLR,,,,,,,,,$0
Student Commuter Grant,GRNT,,,,,,,,,$0
Student Organization Travel Grant,GRNT,,,,,,,,,$0
Textbook Scholarship,SCLR,,,,,,,,,$0
Underserved Student Equity Grant,GRNT,,,,,,,,,$0
"SCHOLARSHIPS, GRANTS, FUNDS SUBTOTAL",,,,,,,,,,$0
,,,,,,,,,,
Office of the President ,Sponsorship Category ,,OASIS Org ID,SUFIN Account (External ID),Finance Rule Waiver,,Contingency Funding,Space Reservation Funding,Final Allocation,Total Funding
Chief-of-Staff Stipend,OP,,45908,340100148STIPE,,,,,"$2,000","$2,000"
President Discretionary Fund,OP,,45908,34010014800000,,,,,"$5,000","$5,000"
President Stipend,OP,,45908,340100148STIPE,,,,,"$4,000","$4,000"
OP SUBTOTAL,,,,,,,,,"$11,000","$11,000"
,,,,,,,,,,
Office of the Executive Vice President,Sponsorship Category ,,OASIS Org ID,SUFIN Account (External ID),Finance Rule Waiver,,Contingency Funding,Space Reservation Funding,Final Allocation,Total Funding
Chief-of-Staff Stipend,EVP,,45910,340100144STIPE,,,,,"$2,000","$2,000"
EVP Discretionary Fund,EVP,,45910,34010014400000,,,,,"$2,000","$2,000"
EVP Spaces Director Stipend,EVP,,45910,340100144STIPE,,,,,$500,$500
EVP Stipend,EVP,,45910,340100144STIPE,,,,,"$4,000","$4,000"
Senate Vice Chair,EVP,,45910,340100144STIPE,,,,,$300,$300
OEVP SUBTOTAL,,,,,,,,,"$8,800","$8,800"
,,,,,,,,,,
Office of External Affairs Vice President ,Sponsorship Category,,OASIS Org ID,SUFIN Account (External ID),Finance Rule Waiver,,Contingency Funding,Space Reservation Funding,Final Allocation,Total Funding
Co-Campus Organizing Directors Stipend,EAVP,,45913,340100140STIPE,,,,,"$2,000","$2,000"
Chief-of-Staff Stipend,EAVP,,45913,340100140STIPE,,,,,"$2,000","$2,000"
EAVP Discretionary Fund,EAVP,,45913,34010014000000,,,,,"$40,000","$40,000"
EAVP Stipend,EAVP,,45913,340100140STIPE,,,,,"$4,000","$4,000"
Co-Legislative Affairs Directors Stipend,EAVP,,45913,340100140STIPE,,,,,"$2,000","$2,000"
Legislative Conference,EAVP,,45913,340100140LEGIS,,,,,"$20,000","$20,000"
OEAVP SUBTOTAL,,,,,,,,,"$70,000","$70,000"
,,,,,,,,,,
Office of the Academic Affairs Vice President,Sponsorship Category,,OASIS Org ID,SUFIN Account (External ID),Finance Rule Waiver,,Contingency Funding,Space Reservation Funding,Final Allocation,Total Funding
AAVP Discretionary Fund,AAVP,,45917,34010013600000,,,,,"$6,000","$6,000"
AAVP Stipend,AAVP,,45917,340100136STIPE,,,,,"$4,000","$4,000"
Chief-of-Staff Stipend,AAVP,,46017,340100136STIPE,,,,,"$2,000","$2,000"
Director Stipends,AAVP,,45917,340100136STIPE,,,,,"$3,000","$3,000"
OAAVP SUBTOTAL,,,,,,,,,"$15,000","$15,000"
,,,,,,,,,,
Student Advocate's Office,Sponsorship Category,,OASIS Org ID,SUFIN Account (External ID),Finance Rule Waiver,,Contingency Funding,Space Reservation Funding,Final Allocation,Total Funding
Internal Chief-of-Staff Stipend,SAO,,45921,340100228STIPE,,,,,"$1,250","$1,250"
External Chief-of-Staff Stipend,SAO,,45921,340100228STIPE,,,,,"$1,250","$1,250"
SAO Discretionary Fund,SAO,,45921,34010022800000,,,,,"$10,000","$10,000"
SAO Caseworker stipends,SAO,,45921,340100228STIPE,,,,,"$20,000","$20,000"
SAO Stipend,SAO,,45921,340100228STIPE,,,,,"$4,000","$4,000"
SAO SUBTOTAL,,,,,,,,,"$36,500","$36,500"
,,,,,,,,,,
Senate,Sponsorship Category,,OASIS Org ID,SUFIN Account (External ID),Finance Rule Waiver,,Contingency Funding,Space Reservation Funding,Final Allocation,Total Funding
ASUC Professional Development,SEN,,45924,340100152PRDEV,,,,,"$15,000","$15,000"
ASUC Conference,SEN,,45924,340100152ASCON,,,,,"$4,000","$4,000"
Senate Leadership Institute / Senate Meetings,SEN,,45924,340100152SLIFU,,,,,"$4,000","$4,000"
Senator Discretionary Funds ($750.00 each),SEN,,45924,34010015200000,,,,,"$15,750","$15,750"
Senator Stipends ($2500.00 each),SEN,,45924,340100152STIPE,,,,,"$52,500","$52,500"
SENATE SUBTOTAL,,,,,,,,,"$91,250","$91,250"
,,,,,,,,,,
Appointed Officials,Sponsorship Category,,OASIS Org ID,SUFIN Account (External ID),Finance Rule Waiver,,Contingency Funding,Space Reservation Funding,Final Allocation,Total Funding
Student Union Board of Directors Chair Stipend,AOFR,,268813,340100356STIPE,,,,,"$3,000","$3,000"
Chief Appointed Officials Support Staff Stipends ,AOFR,,201312,340100238STIPE,,,,,"$2,500","$2,500"
Chief Communications Officer Stipend,AOFR,,104125,340100248STIPE,,,,,"$3,000","$3,000"
Chief Financial Officer Stipend,AOFR,,46279,340100132STIPE,,,,,"$3,000","$3,000"
Chief Legal Officer Stipend,AOFR,,140399,340100308STIPE,,,,,"$3,000","$3,000"
Chief Personnel Officer Stipend,AOFR,,132841,340100180STIPE,,,,,"$3,000","$3,000"
Chief Technology Officer Stipend,AOFR,,132187,340100292STIPE,,,,,"$3,000","$3,000"
Judicial Council Chair Stipend,AOFR,,46013,340100196STIPE,,,,,"$1,000","$1,000"
Judicial Council Assistant Chair Stipend,AOFR,,46013,340100196STIPE,,,,,$500,$500
Judicial Council Undergraduate Stipends (7 x $300),AOFR,,46013,340100196STIPE,,,,,"$2,100","$2,100"
Judicial Council Office,AOFR,,46013,34010019600000,,,,,$300,$300
Communications Office,AOFR,,104125,34010024800000,,,,,"$4,500","$4,500"
Finance Office,AOFR,,46279,34010013200000,,,,,$600,$600
Legal Office,AOFR,,140399,34010030800000,,,,,$0,$0
Personnel Office,AOFR,,132841,34010018000000,,,,,"$3,000","$3,000"
Technology Office,AOFR,,132187,34010029200000,,,,,"$2,000","$2,000"
SU Board Undergraduate Team,AOFR,,268813,34010035600000,,,,,$500,$500
Public Defender Stipend,AOFR,,46013,340100196STIPE,,,,,$150,$150
AOFR SUBTOTAL,,,,,,,,,"$35,150","$35,150"
,,,,,,,,,,
Operations,Sponsorship Category,,OASIS Org ID,SUFIN Account (External ID),Finance Rule Waiver,,Contingency Funding,Space Reservation Funding,Final Allocation,Total Funding
Archives,OPRS,,46374,330100160ARCHV,,,,,"$5,000","$5,000"
ASUC Administrative Office,OPRS,,45999,34010021600000,,,,,"$85,000","$85,000"
ASUC End of Year Banquet,OPRS,,45924,330100160BANQT,,,,,"$7,500","$7,500"
Audit,OPRS,,46374,33010016000000,,,,,"$30,000","$30,000"
Bank Fee,OPRS,,46374,33010016000000,,,,,"$1,000","$1,000"
Big Ideas,OPRS,,91974,34010030000000,,,,,"$15,000","$15,000"
Capital Improvement Fund,OPRS,,46030,34010025600000,,,,,"$25,000","$25,000"
Contingency Fund,OPRS,,45936,34010022000000,,,,,"$100,000","$100,000"
Legal Fee,OPRS,,46374,330100160LEGAL,,,,,"$30,000","$30,000"
Space Reservation Fund (from CACSSF),OPRS,,,,,,,,"$50,000","$50,000"
OPRS SUBTOTAL,,,,,,,,,"$348,500","$348,500"
,,,,,,,,,,
Elections,Sponsorship Category,,OASIS Org ID,SUFIN Account (External ID),Finance Rule Waiver,,Contingency Funding,Space Reservation Funding,Final Allocation,Total Funding
Elections Council - 2 Director Stipends ($150.00 each),ELCT,,46011,340100128STIPE,,,,,$300,$300
Elections Council - 3 Auditor/Prosecutor Assistant Stipends ($100.00 each),ELCT,,46011,340100128STIPE,,,,,$300,$300
Elections Council - Assistant Chair Stipend,ELCT,,46011,340100128STIPE,,,,,$500,$500
Elections Council - Chair Stipend,ELCT,,46011,340100128STIPE,,,,,"$2,000","$2,000"
Elections Council - Chief Auditor Stipend,ELCT,,46011,340100128STIPE,,,,,$500,$500
Elections Council - Prosecutor Stipend,ELCT,,46011,340100128STIPE,,,,,$500,$500
Elections Operations,ELCT,,46011,34010012800000,,,,,"$3,000","$3,000"
ELCT SUBTOTAL,,,,,,,,,"$7,100","$7,100"
,,,,,,,,,,
External Expenditures,Sponsorship Category,,OASIS Org ID,SUFIN Account (External ID),Finance Rule Waiver,,Contingency Funding,Space Reservation Funding,Final Allocation,Total Funding
D&O Insurance,GEN,,46374,33010016000000,,,,,"$3,000","$3,000"
GL Insurance,GEN,,46374,33010016000000,,,,,"$20,000","$20,000"
GEN SUBTOTAL,,,,,,,,,"$23,000","$23,000"
,,,,,,,,,,
,,,,,Finance Rule Waiver Total,,Contingency Funding Total,Space Reservation Funding Total,Final Allocation,General Budget Total
ASUC External Budget,,,,,,,"$1,550",$0,"$1,135,652","$1,137,202"
ASUC Internal Budget,,,,,,,$0,$0,"$757,800","$757,800"
FY25 GENERAL BUDGET,,,,,,,"$1,550",$0,"$1,893,452","$1,895,002"
